GID,tif,min,max,mean,count,sum,std,median,percentile_90
2005_463,2005_463_rbr_w_offset.tif,-87.7210464477539,508.21099853515625,234.76807605332064,4201,986260.6875,108.88323090597211,246.0260467529297,363.48590087890625
2021_2316,2021_2316_rbr_w_offset.tif,-104.19000244140625,402.5425109863281,121.31578031809146,2515,305109.1875,89.22143285298128,118.69834899902344,243.94656372070312
2010_558,2010_558_rbr_w_offset.tif,-256.6296691894531,525.749267578125,134.23631919255638,19023,2553577.5,133.86849944654224,94.69855499267578,341.6508178710937
1996_586,1996_586_rbr_w_offset.tif,-109.13052368164062,630.7349853515625,328.2938682010936,73339,24076744.0,152.57257270928008,353.2403259277344,514.709716796875
1989_1039,1989_1039_rbr_w_offset.tif,-555.6505737304688,569.4842529296875,41.660682932735966,33034,1376219.0,206.9620475704356,-73.05252838134766,366.13946533203125
1995_1232,1995_1232_rbr_w_offset.tif,-320.8826599121094,637.06103515625,211.25243625867637,145510,30739342.0,178.94544895566202,211.86285400390625,447.6300964355469
1996_656,1996_656_rbr_w_offset.tif,-308.2276306152344,500.58502197265625,91.12791939256296,59002,5376729.5,127.75150907828768,94.61567687988281,260.19785766601564
1996_668,1996_668_rbr_w_offset.tif,-15.504748344421387,396.4308776855469,164.7268095026643,2815,463705.96875,69.503216436793,163.031005859375,254.00445251464842
2012_1782,2012_1782_rbr_w_offset.tif,28.421611785888672,417.7694091796875,213.9597039473684,133,28456.640625,96.62247754777542,200.01547241210938,346.3387023925781
2006_702,2006_702_rbr_w_offset.tif,-74.76374053955078,490.44805908203125,279.0232155232155,8658,2415783.0,96.1369389469443,297.82720947265625,386.36084594726566
2006_686,2006_686_rbr_w_offset.tif,-219.97891235351562,472.4838562011719,218.7724613995097,46502,10173357.0,105.95517527883504,224.7763671875,352.91168518066405
2017_2545,2017_2545_rbr_w_offset.tif,-100.99915313720703,367.7201843261719,69.64881927381927,3663,255123.625,83.40931830096424,65.1983413696289,181.32920532226564
1998_853,1998_853_rbr_w_offset.tif,-114.21922302246094,461.295654296875,241.13448155880306,2874,693020.5,98.25350355103704,256.1681213378906,351.9720275878908
2011_727,2011_727_rbr_w_offset.tif,-53.767765045166016,426.906982421875,103.97665028089888,979,101793.140625,100.61459524208246,74.8695068359375,256.192626953125
